meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.176907314,0.030470094,0.176056338,0.164788732,0.186478873,0.021690141,2.774643174,10.40697235,0.818552229,0.192606212,0.183380282,0.176907314,0.168737049,0.037037037,0.216216216,0.693209135,0.15625,6.84375,6.6875,0.150654206,female
0.190074261,0.033921133,0.193308365,0.16988764,0.213233458,0.043345818,2.162640822,7.631533119,0.846709007,0.23789136,0.168838951,0.190074261,0.170971668,0.015779093,0.246153846,0.434210526,0.0546875,4.828125,4.7734375,0.115020913,female
0.226650315,0.037314061,0.23374778,0.202912966,0.253641208,0.050728242,2.059149316,7.802350113,0.843057074,0.179239358,0.24071048,0.226650315,0.19356171,0.047384008,0.277456647,1.443978659,0.0234375,9.4453125,9.421875,0.128698612,female
0.214555863,0.038113324,0.214588235,0.190117647,0.239058824,0.048941176,2.848605715,13.56713351,0.845908569,0.205701565,0.216,0.214555863,0.151899612,0.047904192,0.275862069,0.908052885,0.0234375,8.6953125,8.671875,0.061739865,female
0.14149815,0.080039563,0.122144928,0.094347826,0.228463768,0.134115942,5.175181185,41.86794887,0.935947238,0.639514132,0,0.14149815,0.123834609,0.016243655,0.266666667,0.143049569,0.0078125,0.9453125,0.9375,0.184333333,male
0.240844029,0.053585216,0.25698356,0.236168692,0.268791994,0.032623302,3.203079159,14.25210083,0.824963241,0.201547994,0.268391708,0.240844029,0.225755471,0.062745098,0.275862069,0.638849432,0.0078125,4.078125,4.0703125,0.156384243,female
0.162745367,0.06312488,0.13122437,0.115805507,0.228330404,0.112524897,3.1522119,15.14804739,0.90888779,0.435065492,0.114985354,0.162745367,0.115769044,0.060606061,0.204081633,0.38170856,0.083007813,1.186523438,1.103515625,0.271017699,male
0.177298053,0.04050495,0.177834146,0.163082927,0.19777561,0.034692683,2.691006139,10.40787945,0.853580434,0.317349553,0.169092683,0.177298053,0.176314965,0.047337278,0.253968254,0.18359375,0.0078125,0.34375,0.3359375,0.080426357,female
0.176685284,0.058485963,0.161784897,0.125583524,0.230022883,0.104439359,1.730253106,6.672647883,0.909112912,0.358370882,0.113089245,0.176685284,0.128124206,0.017075774,0.266666667,0.143554688,0.109375,0.3515625,0.2421875,0.161290323,male
0.174035475,0.03505841,0.168803828,0.160318979,0.184657097,0.024338118,4.072935688,21.79466568,0.826865693,0.246242315,0.160318979,0.174035475,0.153981474,0.029411765,0.210526316,0.504136029,0.1484375,5.765625,5.6171875,0.087115944,female
0.193710279,0.044504838,0.196040172,0.188005739,0.211305595,0.023299857,4.316058818,24.80839295,0.833855576,0.312553672,0.189612626,0.193710279,0.162083853,0.046920821,0.262295082,1.2525,0.0703125,7.546875,7.4765625,0.107210031,female
0.190007672,0.062278389,0.195932203,0.133220339,0.24779661,0.114576271,1.321609006,3.951188626,0.905384372,0.350615965,0.118644068,0.190007672,0.127213493,0.047105005,0.279069767,1.138972356,0.0234375,4.3828125,4.359375,0.153413353,male
0.188305003,0.035853565,0.188040279,0.17112316,0.210596437,0.039473277,2.242467589,8.023100238,0.870206017,0.285820322,0.18630519,0.188305003,0.175791075,0.028119508,0.235294118,1.018465909,0.1484375,6.6953125,6.546875,0.175007458,female
0.159796975,0.068731785,0.164830805,0.125624271,0.205997666,0.080373396,5.12392635,75.56901284,0.95133831,0.65436965,0,0.159796975,0.145143161,0.015640274,0.271186441,0.071915064,0.0078125,0.3671875,0.359375,0.175191816,female
0.190846298,0.065790282,0.207950987,0.132280463,0.244356705,0.112076242,1.562303683,7.834349886,0.938546013,0.538809584,0.05012934,0.190846298,0.113322801,0.01754386,0.275862069,1.434114583,0.0078125,6.3203125,6.3125,0.254779788,male
0.219218722,0.036296406,0.224,0.200666667,0.245,0.044333333,1.654298546,4.917199768,0.852393758,0.199233849,0.2345,0.219218722,0.183481094,0.047058824,0.279069767,2.026147959,0.0234375,9.9375,9.9140625,0.129271438,female
0.155181437,0.090950592,0.198703939,0.049987294,0.225031766,0.175044473,2.645911316,15.68853419,0.932006516,0.573028994,0,0.155181437,0.190220021,0.018823529,0.275862069,0.244612069,0.0078125,0.640625,0.6328125,0.299382716,female
0.211237578,0.033338308,0.212121212,0.200550964,0.230247934,0.02969697,3.113291467,14.90100473,0.830429351,0.201214963,0.204407713,0.211237578,0.171062339,0.047524752,0.275862069,2.676988636,0.0234375,10.078125,10.0546875,0.180114757,female
0.16088384,0.088124139,0.205148515,0.060682068,0.230407041,0.169724972,1.633376713,5.673614363,0.93565319,0.569032523,0.232255226,0.16088384,0.198198993,0.061776062,0.275862069,0.741145833,0.0078125,3.96875,3.9609375,0.293181178,female
0.1815596,0.078562234,0.183623188,0.125289855,0.254637681,0.129347826,1.976600085,6.73430949,0.927683263,0.551485892,0.247536232,0.1815596,0.13237615,0.052173913,0.271186441,0.472005208,0.0234375,4.3828125,4.359375,0.059139785,male
0.128899304,0.089010276,0.124168013,0.049305331,0.222778675,0.173473344,23.64839921,659.3184273,0.865277681,0.47277959,0,0.128899304,0.090350059,0.025,0.266666667,0.0078125,0.0078125,0.0078125,0,0,male
0.173720512,0.056625365,0.185136612,0.114754098,0.21420765,0.099453552,1.291862315,4.089524156,0.914315992,0.41644568,0.191256831,0.173720512,0.120717294,0.047524752,0.277456647,0.829427083,0.0234375,5.625,5.6015625,0.107166959,male
0.159683888,0.072785194,0.177932655,0.101409554,0.216742365,0.115332811,12.52591613,345.2215043,0.952796544,0.655374086,0,0.159683888,0.12324008,0.03125,0.253968254,0.569711538,0.0078125,4.6328125,4.625,0.186655405,male
0.203176574,0.043529515,0.206769231,0.168478632,0.235965812,0.067487179,0.889475107,2.757870358,0.898049117,0.25100857,0.22974359,0.203176574,0.162572001,0.048,0.279069767,1.227163462,0.0234375,6.515625,6.4921875,0.144404332,female
0.116212696,0.085195307,0.091020019,0.040038132,0.192449952,0.152411821,1.307299973,4.809447521,0.966362781,0.763435678,0.034432793,0.116212696,0.182846827,0.026272578,0.253968254,0.279605263,0.015625,0.7421875,0.7265625,0.505973716,female
0.122706013,0.085215856,0.145738799,0.032030505,0.199122974,0.167092469,1.483381558,4.788477557,0.941022196,0.620470851,0.193517636,0.122706013,0.187219205,0.032786885,0.23880597,0.610608553,0.015625,3.7734375,3.7578125,0.19045969,female
0.206478817,0.031736785,0.209458011,0.185944014,0.228802859,0.042858845,1.580152551,4.494539253,0.873649964,0.168127062,0.196950566,0.206478817,0.188760388,0.060150376,0.23880597,0.472916667,0.1796875,1.9296875,1.75,0.191277473,female
0.110310689,0.077134252,0.103959218,0.041869159,0.167952421,0.126083263,3.244933431,27.78840232,0.954058516,0.696183623,0,0.110310689,0.092951583,0.01750547,0.275862069,0.074074074,0.0078125,0.34375,0.3359375,0.194418605,male
0.137342742,0.080876707,0.124262508,0.083144899,0.209226771,0.126081871,1.378728204,5.008951625,0.963513528,0.736149955,0.108434048,0.137342742,0.092644019,0.016789087,0.213333333,0.481670673,0.015625,5.015625,5,0.0885,male
0.198585268,0.05869109,0.222864385,0.138048162,0.247351077,0.109302915,2.743250117,11.79322779,0.891770807,0.371898781,0.248060837,0.198585268,0.128648886,0.04989605,0.279069767,0.680706522,0.0234375,5.625,5.6015625,0.07027143,male
0.170781834,0.057841825,0.173536828,0.147896483,0.196390179,0.048493696,2.714786055,11.35869366,0.923230515,0.5475123,0.175209025,0.170781834,0.15665944,0.01953125,0.263157895,0.985351563,0.15625,3.588867188,3.432617188,0.243352664,female
0.225288268,0.03408343,0.22853835,0.212735166,0.247178003,0.034442836,2.11388997,7.525178355,0.846499148,0.203653642,0.215166425,0.225288268,0.166322047,0.047666336,0.271186441,1.545410156,0.0234375,10.125,10.1015625,0.139000211,female
0.194639406,0.060058559,0.213965318,0.131421965,0.245040462,0.113618497,1.328715214,4.349308701,0.913490271,0.397265892,0.21817341,0.194639406,0.115311079,0.026272578,0.231884058,0.532877604,0.125,4.8203125,4.6953125,0.115749114,male
0.230687452,0.030193126,0.230793651,0.221269841,0.246031746,0.024761905,3.143798787,14.33068378,0.799588152,0.138600878,0.221269841,0.230687452,0.198253566,0.050314465,0.279069767,1.1671875,0.0234375,9.1640625,9.140625,0.107597341,female
0.232346856,0.035586191,0.240067114,0.224563758,0.250872483,0.026308725,2.611659949,9.813485065,0.821219621,0.197019344,0.248993289,0.232346856,0.189391904,0.048048048,0.279069767,1.567764946,0.0234375,10.2890625,10.265625,0.097395185,female
0.183459741,0.068648093,0.183218117,0.129153754,0.254970203,0.125816448,1.73865494,6.205623212,0.925712679,0.508128792,0.130488677,0.183459741,0.128333035,0.048338369,0.279069767,0.669375,0.0234375,4.3359375,4.3125,0.089266304,male
0.186187845,0.05980294,0.19572611,0.173182844,0.227118134,0.05393529,1.980687211,7.227563288,0.922318064,0.530252697,0.193829947,0.186187845,0.172242644,0.022889843,0.262295082,0.232244318,0.0390625,0.5625,0.5234375,0.200746269,female
0.114476673,0.081972759,0.090199005,0.041094527,0.199900498,0.15880597,1.103680464,3.759184297,0.95413011,0.689346513,0.009751244,0.114476673,0.189393946,0.016343207,0.271186441,0.566840278,0.0078125,4.2734375,4.265625,0.183257919,female
0.233061951,0.030992758,0.235463347,0.216874136,0.25637621,0.039502075,2.01211112,6.012927138,0.806944137,0.12216969,0.218810512,0.233061951,0.20525978,0.049029622,0.275862069,1.2759375,0.0234375,9.609375,9.5859375,0.119910705,female
0.17316515,0.071724364,0.160944882,0.128314961,0.24296063,0.114645669,1.260991107,3.639199528,0.946768856,0.639314478,0.246047244,0.17316515,0.135477245,0.048192771,0.277456647,1.009992733,0.0234375,8.296875,8.2734375,0.121123957,male
0.151356431,0.062224163,0.14982808,0.09487106,0.192951289,0.098080229,3.886626695,23.21120089,0.892498338,0.410618769,0.093667622,0.151356431,0.100183951,0.088495575,0.222222222,0.449855639,0.087890625,0.78125,0.693359375,0.633132126,male
0.214102197,0.033620663,0.217299145,0.190974359,0.242666667,0.051692308,1.401993875,4.157649156,0.858582638,0.143745158,0.245059829,0.214102197,0.163134112,0.04719764,0.275862069,1.176235465,0.2109375,9.09375,8.8828125,0.076768438,female
0.200242696,0.044483321,0.194946237,0.176505376,0.227311828,0.050806452,2.581831174,12.5682386,0.873568545,0.266322095,0.28,0.200242696,0.16065721,0.048435923,0.275862069,0.631510417,0.0234375,4.21875,4.1953125,0.123703113,female
0.166418381,0.062123809,0.14163894,0.118176217,0.228934073,0.110757856,2.284220223,10.58052537,0.931207825,0.478227941,0.120591497,0.166418381,0.114063603,0.035971223,0.188679245,0.654296875,0.083007813,3.45703125,3.374023438,0.264138929,male
0.176199879,0.068750358,0.173373313,0.126776612,0.245157421,0.11838081,1.696796133,6.083564398,0.943849829,0.623130159,0.124257871,0.176199879,0.127633635,0.047713718,0.271186441,1.913699128,0.0234375,8.8828125,8.859375,0.123224728,male
0.1723464,0.072829239,0.184861228,0.097022708,0.240908326,0.143885618,15.81225162,348.9896304,0.913021118,0.486050502,0.060050463,0.1723464,0.075929274,0.016326531,0.231884058,0.075757576,0.0703125,0.25,0.1796875,0.0625,male
0.136357873,0.081464777,0.120068611,0.071560892,0.21724414,0.145683248,1.909201574,7.550408516,0.958706871,0.717075601,0.111903945,0.136357873,0.109436728,0.027538726,0.258064516,0.409667969,0.0078125,3.9921875,3.984375,0.074374577,male
0.181347325,0.038924713,0.177640808,0.16335813,0.196684378,0.033326249,2.973961651,12.53213987,0.859124629,0.304502063,0.161870351,0.181347325,0.15242251,0.029795158,0.205128205,0.740625,0.15625,6.921875,6.765625,0.132650115,female
0.205887611,0.058883215,0.232244165,0.143267504,0.255870736,0.112603232,1.804604047,5.857242021,0.88466147,0.277205991,0.26491921,0.205887611,0.122735171,0.047151277,0.279069767,1.159254808,0.0234375,6,5.9765625,0.10664488,male
0.193976816,0.047609826,0.214527363,0.154278607,0.226716418,0.072437811,3.119277697,15.88183236,0.88984638,0.151429239,0.219402985,0.193976816,0.106929575,0.062992126,0.177777778,1.338020833,0.1015625,5.9296875,5.828125,0.355640338,male
0.233652026,0.032379797,0.234029851,0.22358209,0.249910448,0.026328358,2.91033735,12.0499142,0.794284267,0.145933857,0.234029851,0.233652026,0.193572168,0.047105005,0.279069767,1.0434375,0.0234375,10.359375,10.3359375,0.07241762,female
0.225582198,0.046058641,0.241209456,0.226739967,0.25059923,0.023859263,3.577312385,18.39150717,0.84624025,0.119672877,0.241671248,0.225582198,0.126859663,0.054982818,0.266666667,0.3459375,0.2421875,1.2890625,1.046875,0.080467229,male
0.158781189,0.059852488,0.147012987,0.107878788,0.216796537,0.108917749,3.648593233,20.79992461,0.898225333,0.401168633,0.110649351,0.158781189,0.115299259,0.079365079,0.25,0.4609375,0.087890625,0.786132813,0.698242188,0.552114552,male
0.201875551,0.033005295,0.205923461,0.181697171,0.223627288,0.041930116,1.947256389,5.863923834,0.843056001,0.212056773,0.224093178,0.201875551,0.168646965,0.047856431,0.263736264,0.79453125,0.0234375,8.0859375,8.0625,0.061927414,female
0.231010854,0.036676306,0.236326531,0.22122449,0.249795918,0.028571429,3.504491716,19.7205703,0.821210857,0.202825751,0.234285714,0.231010854,0.201308473,0.055045872,0.279069767,1.455915179,0.234375,7.078125,6.84375,0.147630507,female
0.201144994,0.0407158,0.200798669,0.183094842,0.222229617,0.039134775,2.088522266,7.113904745,0.871954627,0.313510918,0.183094842,0.201144994,0.167853687,0.048387097,0.271186441,1.439368207,0.0234375,8.2265625,8.203125,0.160324675,female
0.190288245,0.069486372,0.209266589,0.182863795,0.237299185,0.05443539,4.735224081,46.59019625,0.88519112,0.384833452,0.050197905,0.190288245,0.184561015,0.017353579,0.258064516,0.222146739,0.0546875,0.859375,0.8046875,0.237422771,female
0.059645487,0.072836543,0.026994681,0.00837766,0.075957447,0.067579787,5.638914117,43.9541471,0.872789101,0.418733128,0.001303191,0.059645487,0.104004298,0.015779093,0.266666667,0.246760671,0.0078125,5.0703125,5.0625,0.08742284,male
0.191695426,0.058997581,0.207515658,0.140292276,0.240835073,0.100542797,1.217151287,4.136626079,0.911917065,0.394776505,0.211022965,0.191695426,0.112743575,0.060606061,0.146788991,1.315504808,0.21875,4.59375,4.375,0.346130952,male
0.195953676,0.058995807,0.221515712,0.134565619,0.247393715,0.112828096,1.521795405,4.918060904,0.885604511,0.272303357,0.239630314,0.195953676,0.124132612,0.047524752,0.279069767,1.164257813,0.0234375,6.421875,6.3984375,0.117810118,male
0.1871152,0.033905953,0.18858209,0.17108209,0.201380597,0.030298507,2.666921864,9.908801146,0.84478667,0.239938033,0.198507463,0.1871152,0.174929147,0.052980132,0.246153846,0.269252232,0.15625,1.4921875,1.3359375,0.129521334,female
0.185294175,0.042459481,0.178214748,0.165174644,0.20465718,0.039482536,3.971078003,24.23074078,0.864874297,0.340182406,0.16771022,0.185294175,0.171082692,0.033333333,0.266666667,0.825246711,0.1640625,6.2734375,6.109375,0.169153169,female
0.176861856,0.057037368,0.179082569,0.147706422,0.206788991,0.059082569,1.666722836,5.661164626,0.934044358,0.53460911,0.18293578,0.176861856,0.145856256,0.023148148,0.256410256,1.237150493,0.141601563,3.212890625,3.071289063,0.518427518,female
0.180849359,0.066607438,0.186666667,0.126404199,0.242519685,0.116115486,2.058292389,7.411979036,0.925316571,0.53647285,0.125669291,0.180849359,0.134678374,0.046966732,0.279069767,0.756310096,0.0234375,5.2734375,5.25,0.061079545,male
0.202450069,0.043619231,0.206862442,0.164667697,0.231962906,0.067295209,1.431084668,5.170581869,0.906898714,0.184217939,0.22568779,0.202450069,0.1324576,0.017204301,0.235294118,0.640950521,0.0078125,4.7890625,4.78125,0.08995098,male
0.215388321,0.036483419,0.21522694,0.204978038,0.234904832,0.029926794,2.717173641,10.6224451,0.829633879,0.214976432,0.211537335,0.215388321,0.200699446,0.058608059,0.279069767,1.0359375,0.2109375,8.484375,8.2734375,0.055279075,female
0.144099297,0.07893425,0.120068337,0.100933941,0.226264237,0.125330296,5.941975693,83.73601073,0.917208906,0.52512501,0,0.144099297,0.116061024,0.018390805,0.262295082,0.125229779,0.0078125,0.6171875,0.609375,0.265128205,male
0.175580895,0.061414409,0.182556818,0.157897727,0.220738636,0.062840909,1.86777996,6.323409798,0.925413399,0.534688943,0.168636364,0.175580895,0.149722172,0.048830112,0.279069767,2.199448529,0.0234375,10.4296875,10.40625,0.133457926,female
0.150672157,0.060745195,0.145728314,0.098527005,0.199574468,0.101047463,3.300371889,15.73125173,0.885867935,0.401103012,0.101276596,0.150672157,0.097339319,0.023640662,0.212765957,0.343889509,0.09765625,0.80078125,0.703125,0.604513889,male
0.186963134,0.07806324,0.209176471,0.150211765,0.244094118,0.093882353,5.81689975,71.27120433,0.915355279,0.536782622,0.050070588,0.186963134,0.166523165,0.016064257,0.275862069,0.225203804,0.0546875,0.78125,0.7265625,0.292766373,female
0.194249751,0.037110477,0.191086351,0.170807799,0.224623955,0.053816156,1.6258142,5.025590756,0.871244946,0.247343603,0.190696379,0.194249751,0.166963268,0.047666336,0.277456647,1.032528409,0.0234375,11.6015625,11.578125,0.079414513,female
0.230899611,0.03324716,0.23563786,0.213744856,0.252921811,0.039176955,2.103972333,7.459465122,0.819037451,0.145227132,0.252345679,0.230899611,0.188826566,0.049740933,0.279069767,1.052678571,0.0234375,9.8203125,9.796875,0.050164474,female
0.187054737,0.063077725,0.205245902,0.129836066,0.24,0.110163934,1.53486965,5.566969733,0.935143299,0.551246035,0.23147541,0.187054737,0.110858003,0.018779343,0.275862069,0.808423913,0.1328125,5.28125,5.1484375,0.195337288,male
0.149385631,0.076309333,0.161970803,0.096909976,0.214939173,0.118029197,2.199733395,8.002790332,0.936652102,0.607214445,0.213746959,0.149385631,0.118986489,0.016546019,0.275862069,0.440104167,0.0078125,2.2890625,2.28125,0.117874503,male
0.188638679,0.030457207,0.179160839,0.16986014,0.203146853,0.033286713,3.069659223,13.99736356,0.817793389,0.149233354,0.173776224,0.188638679,0.161329265,0.047058824,0.275862069,0.787728659,0.0234375,3.7265625,3.703125,0.125416389,female
0.171727314,0.049487021,0.152969825,0.133107464,0.216559026,0.083451562,1.880941194,7.293811612,0.909150765,0.213391433,0.135775543,0.171727314,0.120800724,0.016649324,0.271186441,0.650505515,0.0078125,6.9609375,6.953125,0.141643258,male
0.171524781,0.066652359,0.179106611,0.104562239,0.218796903,0.114234663,2.355883038,10.98910463,0.937555377,0.569748742,0.179773675,0.171524781,0.085489533,0.016666667,0.275862069,0.701522436,0.0625,4.7265625,4.6640625,0.20277061,male
0.205165496,0.05883771,0.230454545,0.143636364,0.251818182,0.108181818,1.716181354,6.107921066,0.884360849,0.298338973,0.243181818,0.205165496,0.123840795,0.047244094,0.269662921,0.8765625,0.0234375,7.546875,7.5234375,0.075041231,male
0.211289835,0.039753567,0.211048253,0.191480865,0.236206323,0.044725458,1.950154467,7.001163703,0.865187976,0.267505115,0.192878536,0.211289835,0.149306313,0.047105005,0.279069767,2.248046875,0.234375,8.2734375,8.0390625,0.14526556,female
0.203082756,0.058875985,0.232857143,0.134285714,0.247142857,0.112857143,2.858921079,12.34421404,0.852593941,0.320576573,0.246428571,0.203082756,0.108870604,0.023426061,0.155339806,0.4375,0.21875,0.734375,0.515625,0.296296296,male
0.093402309,0.070612134,0.068169935,0.032941176,0.157843137,0.124901961,1.808112797,7.522360604,0.945408462,0.632646768,0.021045752,0.093402309,0.160136684,0.023880597,0.266666667,0.240056818,0.0078125,0.5859375,0.578125,0.438223938,female
0.162168424,0.060988095,0.135009381,0.112245153,0.224665416,0.112420263,3.404037735,18.45975036,0.900570183,0.395941632,0.116797999,0.162168424,0.119749171,0.024813896,0.277777778,0.384803185,0.004882813,0.805664063,0.80078125,0.551575203,male
0.156147038,0.060379926,0.147893175,0.105103858,0.210830861,0.105727003,3.415424535,17.5525703,0.912332255,0.489013329,0.103857567,0.156147038,0.110410356,0.01953125,0.23255814,0.830502717,0.004882813,3.803710938,3.798828125,0.209044169,male
0.159802012,0.071308281,0.196956522,0.093043478,0.21173913,0.118695652,4.112595664,23.12995494,0.938253948,0.631148109,0.205652174,0.159802012,0.18070962,0.050104384,0.277456647,1.375887784,0.0234375,10.171875,10.1484375,0.142687722,female
0.233097836,0.036174387,0.238130841,0.225420561,0.249719626,0.024299065,3.166332565,14.53741194,0.804146082,0.179051921,0.240747664,0.233097836,0.199504982,0.04729064,0.279069767,1.233173077,0.234375,7.875,7.640625,0.09202454,female
0.199749059,0.03776387,0.196428571,0.1775,0.224642857,0.047142857,1.549450662,4.851962158,0.876909042,0.250711657,0.195357143,0.199749059,0.160722321,0.05327414,0.274285714,1.95577567,0.1875,7.734375,7.546875,0.106382979,female
0.155476145,0.058503282,0.133889943,0.109626818,0.212700822,0.103074004,3.015409568,17.04121284,0.92617804,0.469710251,0.109449715,0.155476145,0.109972532,0.033670034,0.256410256,0.83984375,0.078125,3.383789063,3.305664063,0.342461084,male
0.23689484,0.034508631,0.238151002,0.22779661,0.258428351,0.030631741,2.640106822,10.5589314,0.805817063,0.163800315,0.229953775,0.23689484,0.184080392,0.052516411,0.277456647,1.028645833,0.0234375,8.5078125,8.484375,0.089713233,female
0.108888455,0.092021488,0.070062556,0.022520107,0.201179625,0.178659517,2.235435371,8.528680624,0.947621026,0.67979474,0.011260054,0.108888455,0.160473191,0.019512195,0.275862069,0.497721354,0.0078125,2.9453125,2.9375,0.236239593,female
0.200012191,0.058808388,0.216066667,0.143733333,0.258066667,0.114333333,1.569738795,5.110164434,0.886501676,0.258112239,0.259466667,0.200012191,0.128058702,0.048533873,0.274285714,0.900240385,0.0234375,5.15625,5.1328125,0.1469015,male
0.176195335,0.057774366,0.170241546,0.149565217,0.213333333,0.063768116,2.413911395,9.688505482,0.919476313,0.49340799,0.170048309,0.176195335,0.149621845,0.039525692,0.188679245,0.354447798,0.004882813,1.450195313,1.4453125,0.239489489,female
0.172349346,0.064658574,0.187145299,0.105299145,0.209641026,0.10434188,1.801046393,5.724800398,0.919737054,0.529760727,0.095247863,0.172349346,0.121944564,0.046966732,0.275862069,1.347942073,0.0234375,6.984375,6.9609375,0.132951133,male
0.201498854,0.036105514,0.2,0.188705882,0.218352941,0.029647059,2.903027411,11.25875828,0.835137491,0.25141603,0.186823529,0.201498854,0.168404873,0.056737589,0.271186441,0.856584821,0.0234375,5.2265625,5.203125,0.057182182,female
0.212134624,0.032598871,0.216066667,0.196,0.230533333,0.034533333,2.25547893,7.881732267,0.835405883,0.197826068,0.228666667,0.212134624,0.173435467,0.049586777,0.255319149,0.499273256,0.0234375,3.6796875,3.65625,0.061538462,female
0.039363343,0.060447336,0.013587522,0.005580589,0.042946274,0.037365685,4.593055064,27.93409109,0.817450236,0.282281528,0.000727903,0.039363343,0.101011491,0.016048144,0.246153846,0.256103516,0.0078125,3.2421875,3.234375,0.13962911,male
0.170603559,0.064757558,0.190760234,0.136452242,0.215048733,0.078596491,6.734124536,85.61762415,0.909245292,0.570766069,0.050214425,0.170603559,0.117017895,0.016666667,0.275862069,0.108537946,0.0546875,0.2890625,0.234375,0.256790123,female
0.189331395,0.064976398,0.189868496,0.135437393,0.253104631,0.117667238,1.949538836,7.220739675,0.921480105,0.460855622,0.144562607,0.189331395,0.122067729,0.023460411,0.23880597,1.088694853,0.125,6.703125,6.578125,0.188620168,male
0.202216429,0.035096342,0.203185841,0.182219197,0.224343091,0.042123894,1.901632242,6.287287565,0.877549093,0.184103976,0.191940095,0.202216429,0.159738376,0.017699115,0.23880597,0.829545455,0.1640625,6.1640625,6,0.17218502,female
0.194306326,0.041036966,0.197438424,0.190147783,0.21182266,0.021674877,4.822886303,31.77871656,0.823883242,0.270735041,0.191527094,0.194306326,0.18924709,0.009910803,0.243902439,0.494717685,0.1953125,1.23046875,1.03515625,0.309086395,female
0.154152442,0.062903295,0.155919732,0.097859532,0.19993311,0.102073579,2.967369287,13.68335475,0.895739289,0.409560881,0.091304348,0.154152442,0.095919269,0.020790021,0.138888889,0.422119141,0.09765625,1.088867188,0.991210938,0.471091522,male
0.080571283,0.091954283,0.029364407,0.005338983,0.148305085,0.142966102,6.824623798,58.0389033,0.84985313,0.438149432,0.000889831,0.080571283,0.092097775,0.015748031,0.25,0.030949519,0.0078125,0.328125,0.3203125,0.101463415,male
0.160173684,0.061159682,0.170058343,0.150781797,0.193418903,0.042637106,4.301561972,39.32441678,0.916364341,0.525700823,0,0.160173684,0.144966072,0.015640274,0.271186441,0.216594828,0.0078125,2.0703125,2.0625,0.037441725,female
0.172585728,0.065865991,0.183275194,0.157771318,0.208507752,0.050736434,3.089755012,20.77845428,0.923872435,0.51266214,0,0.172585728,0.172410438,0.016967126,0.258064516,0.552001953,0.0078125,6.53125,6.5234375,0.143094456,female
0.090444809,0.079045052,0.059358438,0.020892608,0.167726639,0.146834031,2.187161199,8.22116353,0.942404073,0.628992043,0.011910739,0.090444809,0.182431307,0.026622296,0.258064516,0.735452586,0.0078125,5.53125,5.5234375,0.170488988,female
0.183476759,0.049553286,0.19196856,0.170760986,0.210175063,0.039414076,2.562041047,10.80766834,0.904982402,0.35199607,0.189767774,0.183476759,0.169721537,0.016753927,0.275862069,0.583333333,0.0078125,4.734375,4.7265625,0.111429147,female
0.209597977,0.048626069,0.216099585,0.193250346,0.242434302,0.049183956,1.842233415,6.428553124,0.881983141,0.34775772,0.197897649,0.209597977,0.17296093,0.048338369,0.279069767,1.192216981,0.0234375,9.9375,9.9140625,0.079432624,female
0.128641752,0.070585388,0.128440367,0.076850153,0.173394495,0.096544343,3.506610166,33.5149494,0.96329227,0.746347544,0.120519878,0.128641752,0.134252368,0.016260163,0.23880597,0.405208333,0.0078125,4.3125,4.3046875,0.116488539,female
0.154163337,0.056212985,0.161123449,0.148687133,0.174108426,0.025421293,8.139121556,81.19187499,0.862433716,0.465869766,0.161489223,0.154163337,0.154205703,0.028248588,0.163934426,0.180288462,0.034179688,0.659179688,0.625,0.083125,female
0.171319139,0.05114691,0.176026823,0.162883487,0.19597653,0.033093043,2.796871994,12.09750502,0.892325071,0.447628548,0.16992456,0.171319139,0.167116933,0.065306122,0.216216216,0.673135081,0.1640625,5.828125,5.6640625,0.180735632,female
0.159270116,0.080240429,0.145533923,0.121250737,0.241840708,0.120589971,2.952843706,22.8660296,0.934460251,0.580938543,0,0.159270116,0.127236489,0.018583043,0.262295082,0.485821759,0.0078125,4.359375,4.3515625,0.122800718,male
0.205776114,0.04494372,0.21103321,0.167896679,0.238671587,0.070774908,1.010616109,3.386514974,0.90998408,0.188334797,0.227564576,0.205776114,0.12905835,0.02022756,0.23880597,0.299045139,0.0078125,0.6484375,0.640625,0.270731707,male
0.212287516,0.03618303,0.209805633,0.193367711,0.236683856,0.043316144,2.346275761,10.42815595,0.889735773,0.195598393,0.20391908,0.212287516,0.14362235,0.043192948,0.279113924,1.351664708,0.021533203,8.290283203,8.26875,0.123325893,female
0.21422344,0.037986855,0.216717172,0.206464646,0.225555556,0.019090909,3.377777453,15.7147286,0.819594998,0.217322737,0.220959596,0.21422344,0.17580807,0.047477745,0.279069767,2.030965909,0.0234375,8.859375,8.8359375,0.108594164,female
0.196224115,0.059408397,0.210384615,0.147307692,0.249615385,0.102307692,1.034225751,3.43881286,0.925481271,0.432530671,0.257307692,0.196224115,0.126552826,0.047761194,0.274285714,1.31375558,0.0234375,5.8125,5.7890625,0.116007474,male
0.181815358,0.037090418,0.182673797,0.172791444,0.198245989,0.025454545,3.493231187,16.46750718,0.839290485,0.289927163,0.176684492,0.181815358,0.170029516,0.022503516,0.228571429,0.475852273,0.1640625,6.421875,6.2578125,0.101997503,female
